source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score,source_country
Reuters,Reuters,2023-10-07,Tesla signs lease to open vast sales and service centre in Shanghai industrial park,"Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has signed a leasing contract with Shanghai Waigaoqiao Free Trade Zone Group <a href=""https://www.reuters.com/markets/companies/600648.SS"" target=""_blank"">(600648.SS","SHANGHAI, Oct 7 (Reuters) - Tesla (TSLA.O) has signed a leasing contract with Shanghai Waigaoqiao Free Trade Zone Group (600648.SS) to open a massive sales and service centre in an industrial park in [+888 chars]","Tesla signs lease to open vast sales and service centre in Shanghai industrial park Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has signed a leasing contract with Shanghai Waigaoqiao Free Trade Zone Group <a href=""https://www.reuters.com/markets/companies/600648.SS"" target=""_blank"">(600648.SS",yes,,,neutral,0.7009967565536499,positive,0.9418089985847472,positive,0.94146990776062,positive,0.9342293739318848,UK
The Times of India,Shelley Singh,2023-10-07,"Maya, Mahesh, Tesla, and some soaring American dreams in Charlotte","For Indian students, the US continues to be a passport to a better life and big opportunities. Even though studying in the US is highly expensive for Indian students, many hope to land a job in multinationals and stay on to live the American dream. However, ","SynopsisFor Indian students, the US continues to be a passport to a better life and big opportunities. Even though studying in the US is highly expensive for Indian students, many hope to land a jo [+129 chars]","Maya, Mahesh, Tesla, and some soaring American dreams in Charlotte For Indian students, the US continues to be a passport to a better life and big opportunities. Even though studying in the US is highly expensive for Indian students, many hope to land a job in multinationals and stay on to live the American dream. However, ",yes,,,neutral,0.9198423624038696,positive,0.8577355146408081,neutral,0.7146368622779846,neutral,0.6408841013908386,India
Fortune,Steve Mollman,2023-10-07,Elon Musk says sorry to see whats happening in Israel after surprise attacks by Hamas,"Musk posted on X after the attacks on Israel by Hamas on Saturday, ""I hope there can be peace one day.""","Elon Musk responded early Saturday to the attacks on Israel conducted by the Palestinian militant group Hamas, which could lead to widespread repercussions in the Middle East and beyond.Sorry to see  [+2598 chars]","Elon Musk says sorry to see whats happening in Israel after surprise attacks by Hamas Musk posted on X after the attacks on Israel by Hamas on Saturday, ""I hope there can be peace one day.""",no,no,neutral,negative,0.8284575939178467,negative,0.8354786038398743,neutral,0.6293594837188721,neutral,0.658555805683136,US
The Times of India,Reuters,2023-10-07,Tesla signs lease to open vast sales and service centre in Shanghai industrial park,"Tesla has inked a lease agreement with Shanghai Waigaoqiao Free Trade Zone Group to open its largest sales and service center in China in an industrial park in the city, according to the government-owned firm. According to a statement on the Chinese company's",Exploring the timeless elegance of Sreemukhi,"Tesla signs lease to open vast sales and service centre in Shanghai industrial park Tesla has inked a lease agreement with Shanghai Waigaoqiao Free Trade Zone Group to open its largest sales and service center in China in an industrial park in the city, according to the government-owned firm. According to a statement on the Chinese company's",yes,yes,positive,neutral,0.7009967565536499,neutral,0.8877515196800232,positive,0.7657874226570129,positive,0.7886162400245667,India
The Times of India,ET Online,2023-10-07,"Elon Musk's request for a scandalous moniker: The ""Elongate"" buzzes on X","Elon Musk's recent tweet on X requesting a scandalous moniker has gone viral, with millions of views and witty responses flooding in. Musk humorously asked for any potential scandal involving him to be called ""Elongate,"" sparking creativity and humor within t","Elon Musk's recent X post about potential scandals has not only left people in splits but will undoubtedly tickle your funny bone too. The tech mogul's playful request for a scandalous moniker, dubbe [+2545 chars]","Elon Musk's request for a scandalous moniker: The ""Elongate"" buzzes on X Elon Musk's recent tweet on X requesting a scandalous moniker has gone viral, with millions of views and witty responses flooding in. Musk humorously asked for any potential scandal involving him to be called ""Elongate,"" sparking creativity and humor within t",no,no,positive,neutral,0.896228551864624,neutral,0.506106436252594,neutral,0.812016487121582,neutral,0.8335067629814148,India
Reuters,Reuters,2023-10-08,Tesla's China-made EV sales volume fall 10.9% y/y in Sept,"U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passenger Car Associatio","BEIJING/SHANGHAI, Oct 8 (Reuters) - U.S. automaker Tesla (TSLA.O) sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passeng [+1654 chars]","Tesla's China-made EV sales volume fall 10.9% y/y in Sept U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passenger Car Associatio",yes,yes,negative,negative,0.9737650156021118,negative,0.9565419554710388,negative,0.9645415544509888,negative,0.9737102389335632,UK
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-10-08,Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter,"Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi","Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the War Monitor account, which puts Israel in quote marks as it argues there is no such th [+3724 chars]","Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi",yes,no,negative,neutral,0.9291000366210938,neutral,0.4778908789157867,negative,0.5047619938850403,neutral,0.6411103010177612,US
Newsweek,AJ Khan,2023-10-09,Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion,"Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.","As our society transforms into a more connected world, an essential component of this shift is the need for safe and secure driving experiences on our roads. The recent hacking of a Tesla in under tw [+5155 chars]","Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.",no,yes,negative,neutral,0.879143238067627,positive,0.6107038259506226,neutral,0.90631765127182,neutral,0.8981003761291504,US
Breitbart News,"Paul Bois, Paul Bois",2023-10-09,Elon Musk Deletes Several Tweets After Promoting Two Pro-Hamas Accounts,Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric.,"Billionaire and X owner Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric amid the attack on Israel.
Over the weekend, duri [+3330 chars]",Elon Musk Deletes Several Tweets After Promoting Two Pro-Hamas Accounts Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric.,yes,no,negative,negative,0.8603805303573608,negative,0.9361957907676696,negative,0.8958207368850708,negative,0.910018801689148,US
TechRadar,Leon Poultney,2023-10-09,Tesla software update can help its car cameras see lot better,Tesla software update 2023.32 brings with it greater live video feed clarity.,"Reversing into a trashcan, squashing your neighbours cat, destroying a garden gnome - all things that are perfectly possible if the live feed from your reversing and side-view cameras is a bit grainy [+1884 chars]",Tesla software update can help its car cameras see lot better Tesla software update 2023.32 brings with it greater live video feed clarity.,yes,yes,positive,positive,0.5122156143188477,neutral,0.8097374439239502,positive,0.7531880736351013,positive,0.8131123185157776,US
Fortune,Lionel Lim,2023-10-09,Tesla's China sales are falling compared to its rival BYDand the drop could have been worse without its price war,"Tesla reported disappointing quarterly deliveries last week, and now new data shows a decline in sales in one of its most important overseas markets.","Now, new data from one of Teslas most important overseas markets shows the sales challenge facing the electric carmaker. 
Tesla delivered just over 74,000 China-made electric cars in September, acco [+3311 chars]","Tesla's China sales are falling compared to its rival BYDand the drop could have been worse without its price war Tesla reported disappointing quarterly deliveries last week, and now new data shows a decline in sales in one of its most important overseas markets.",yes,yes,negative,negative,0.973352074623108,negative,0.6275432109832764,negative,0.975320279598236,negative,0.9752922654151917,US
TechRadar,Leon Poultney,2023-10-09,Kia and Hyundai announce Tesla EV Supercharger compatibility for next year,"The adoption of North American Charging Standard opens up 12,000 new charging stations for Kia and Hyundai owners","Kia and Hyundai have joined the growing list of auto manufacturers switching to Tesla's North American Charging Standard (NACS) port.
The South Korean brands have announced that all new EVs produced [+2030 chars]","Kia and Hyundai announce Tesla EV Supercharger compatibility for next year The adoption of North American Charging Standard opens up 12,000 new charging stations for Kia and Hyundai owners",yes,yes,positive,positive,0.6837974190711975,positive,0.5136969089508057,positive,0.865629255771637,positive,0.7699388265609741,US
